TSA,tsa_id,bioproject,biosample,sex,stage,tissue
GDVG00000000.1,GDVG,PRJNA286351,SAMN05001774,None,None,posterior abdomen
GDVG00000000.1,GDVG,PRJNA286351,SAMN05001774,None,adult,None
GDVG00000000.1,GDVG,PRJNA286351,SAMN05001774,male,None,None
GEOW00000000.1,GEOW,PRJNA321737,SAMN04868322,None,None,brain
GEOW00000000.1,GEOW,PRJNA321737,SAMN04868322,None,adult,None
GEOW00000000.1,GEOW,PRJNA321737,SAMN04868322,male,None,None
GESP00000000.1,GESP,PRJNA318819,SAMN03975952,None,None,salivary glands
GESP00000000.1,GESP,PRJNA318819,SAMN03975952,None,nymphs and adults,None
GESP00000000.1,GESP,PRJNA318819,SAMN03975952,pooled male and female,None,None
GDKW00000000.1,GDKW,PRJNA292130,SAMN03567662,None,None,whole body
GCZW00000000.1,GCZW,PRJNA282153,SAMN02737055,female,None,None
GCZW00000000.1,GCZW,PRJNA282153,SAMN02737055,None,None,the fat body and the ovary
GBFE00000000.1,GBFE,PRJNA245374,SAMN02388840,female,None,None
GAPR00000000.1,GAPR,PRJNA225661,SAMN02401328,None,adult,None
GAQF00000000.1,GAQF,PRJNA227317,SAMN01737642,None,None,None
GABB00000000.1,GABB,PRJNA181025,SAMN03570372,None,None,whole animal
GABB00000000.1,GABB,PRJNA181025,SAMN03570373,None,None,"fat body, reproductive tissues"
GABB00000000.1,GABB,PRJNA181025,SAMN03570374,None,None,brain
GELL00000000.1,GELL,PRJNA282469,SAMN04577824,None,None,foregut
GELL00000000.1,GELL,PRJNA282469,SAMN04577829,None,None,midgut
GELL00000000.1,GELL,PRJNA282469,SAMN04577835,None,None,foregut
GEIF00000000.1,GEIF,PRJNA315589,SAMN03285400,None,None,whole body
GEIF00000000.1,GEIF,PRJNA315589,SAMN03285400,None,adult,None
GEDY00000000.1,GEDY,PRJNA263732,SAMN04302197,None,None,body
GEDY00000000.1,GEDY,PRJNA263732,SAMN04302197,None,larva,None
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840883,None,None,antennae
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840883,None,adult,None
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840883,male,None,None
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840886,None,None,antennae
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840886,None,adult,None
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840886,female,None,None
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840888,None,None,heads
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840888,None,larval (neonate),None
GEDM00000000.1,GEDM,PRJNA280451,SAMN03840888,pooled male and female,None,None
GDKB00000000.1,GDKB,PRJNA289066,SAMN04168647,None,adult,None
GDKB00000000.1,GDKB,PRJNA289066,SAMN04168647,pooled male and female,None,None
GDKB00000000.1,GDKB,PRJNA289066,SAMN04168647,None,None,salivary glands
GDUN00000000.1,GDUN,PRJNA298896,SAMN01831325,pooled male and female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222160,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222160,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222161,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222161,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222162,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222162,male,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222163,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222163,male,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222164,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222164,male,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222165,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222165,male,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222166,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222166,male,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222167,None,adult,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02222167,male,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679940,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679940,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679941,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679941,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679942,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679942,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679943,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679943,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679944,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679944,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679945,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679945,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679946,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679946,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679947,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679947,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679948,female,None,None
GDUN00000000.1,GDUN,PRJNA298896,SAMN02679948,None,None,whole body
GDUN00000000.1,GDUN,PRJNA298896,SAMN03792993,None,None,head
GDUN00000000.1,GDUN,PRJNA298896,SAMN03792994,None,None,head
GDUN00000000.1,GDUN,PRJNA298896,SAMN03792995,None,None,head
GDHC00000000.1,GDHC,PRJNA284294,SAMN04299556,None,None,antennae
GEDO00000000.1,GEDO,PRJNA304355,SAMN03018469,not determined,None,None
GEDO00000000.1,GEDO,PRJNA304355,SAMN03018469,None,None,whole body
GEDO00000000.1,GEDO,PRJNA304355,SAMN03018470,not determined,None,None
GEDO00000000.1,GEDO,PRJNA304355,SAMN03018470,None,None,whole body
GCET00000000.1,GCET,PRJNA260184,SAMN03301663,None,None,whole
GCJP00000000.1,GCJP,PRJNA273898,SAMN03982873,female,None,None
GCJP00000000.1,GCJP,PRJNA273898,SAMN03982873,None,None,whole individual
GEEA00000000.1,GEEA,PRJNA292631,SAMN04112811,None,None,whole individual
GEEA00000000.1,GEEA,PRJNA292631,SAMN04122824,None,None,whole individual
GEEA00000000.1,GEEA,PRJNA292631,SAMN04122838,None,None,whole individual
GEEF00000000.1,GEEF,PRJNA297027,SAMN03653681,None,None,salivary glands
GEEF00000000.1,GEEF,PRJNA297027,SAMN03653681,None,adult,None
GEEF00000000.1,GEEF,PRJNA297027,SAMN03653681,female,None,None
GDAI00000000.1,GDAI,PRJNA283639,SAMN02378353,None,adult,None
GDAI00000000.1,GDAI,PRJNA283639,SAMN02378353,female,None,None
GDAI00000000.1,GDAI,PRJNA283639,SAMN02378353,None,None,reproductive organs
GAPW00000000.1,GAPW,PRJNA223166,SAMN03085504,female,None,None
GAPW00000000.1,GAPW,PRJNA223166,SAMN03085504,None,None,venom apparatus
GAPW00000000.1,GAPW,PRJNA223166,SAMN03085507,not determined,None,None
GAPW00000000.1,GAPW,PRJNA223166,SAMN03085507,None,None,full
GCEQ00000000.1,GCEQ,PRJNA262711,SAMN03085503,female,None,None
GCEQ00000000.1,GCEQ,PRJNA262711,SAMN03085503,None,None,venom apparatus
GCDX00000000.1,GCDX,PRJNA262710,SAMN03447158,None,None,malpighian tubules
GCDX00000000.1,GCDX,PRJNA262710,SAMN03447158,female,None,None
GCZT00000000.1,GCZT,PRJNA279095,SAMN04362882,None,None,adult female antennae
GCZT00000000.1,GCZT,PRJNA279095,SAMN04362884,None,None,adult male antennae
GEFG00000000.1,GEFG,PRJNA302015,SAMN03267225,None,None,whole body
GEFG00000000.1,GEFG,PRJNA302015,SAMN03267225,pooled male and female,None,None
GBZS00000000.1,GBZS,PRJNA270564,SAMN04362879,None,None,adult whole females
GBZS00000000.1,GBZS,PRJNA270564,SAMN04362880,None,None,adult whole males
GBZS00000000.1,GBZS,PRJNA270564,SAMN04362881,None,None,single whole larva
GEFD00000000.1,GEFD,PRJNA302015,SAMN04263466,None,None,antennae
GEFD00000000.1,GEFD,PRJNA302015,SAMN04263466,pooled male and female,None,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302192,None,None,head
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302192,None,adult,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302192,female,None,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302193,female,None,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302193,None,None,body
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302193,None,adult,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302194,male,None,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302194,None,None,head
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302194,None,adult,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302195,male,None,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302195,None,None,body
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302195,None,adult,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302196,None,None,head
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302196,None,larva,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302197,None,None,body
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302197,None,larva,None
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302198,None,None,body
GEEY00000000.1,GEEY,PRJNA302015,SAMN04302198,None,larva,None
GEES00000000.1,GEES,PRJNA280451,SAMN02047124,None,adult,None
GAWS00000000.2,GAWS,PRJNA219590,SAMN02047186,None,adult,None
GAXH00000000.2,GAXH,PRJNA219589,SAMN02047109,None,adult,None
GAUM00000000.2,GAUM,PRJNA219574,SAMN02047130,None,None,None
GAZD00000000.2,GAZD,PRJNA219572,SAMN02047163,None,adult,None
GATA00000000.2,GATA,PRJNA219578,SAMN02047136,None,adult,None
GAST00000000.2,GAST,PRJNA219596,SAMN02047196,None,adult,None
GASS00000000.2,GASS,PRJNA219594,SAMN02047137,None,None,None
GAUZ00000000.2,GAUZ,PRJNA219602,SAMN02047119,None,None,None
GASN00000000.2,GASN,PRJNA219608,SAMN02047139,male,None,None
GASN00000000.2,GASN,PRJNA219608,SAMN02047139,None,adult,None
GAZM00000000.2,GAZM,PRJNA219603,SAMN02047133,None,None,None
GAVB00000000.2,GAVB,PRJNA219615,SAMN02047162,None,None,None
GAXZ00000000.2,GAXZ,PRJNA219613,SAMN02047117,None,adult,None
GAVA00000000.2,GAVA,PRJNA219612,SAMN02047177,None,adult,None
GAZB00000000.2,GAZB,PRJNA219569,SAMN02047192,None,None,None
GAWP00000000.2,GAWP,PRJNA219561,SAMN02047198,None,None,None
GAXA00000000.2,GAXA,PRJNA219568,SAMN02047146,None,None,None
GASG00000000.2,GASG,PRJNA219619,SAMN02047113,None,adult,None
GAYB00000000.2,GAYB,PRJNA219621,SAMN02047168,None,juvenil,None
GAWT00000000.2,GAWT,PRJNA219551,SAMN02047152,None,adult,None
GAUK00000000.2,GAUK,PRJNA219552,SAMN02047194,None,None,None
GAYP00000000.2,GAYP,PRJNA219547,SAMN02047158,None,adult,None
GATY00000000.2,GATY,PRJNA219540,SAMN02047164,None,None,None
GAYK00000000.2,GAYK,PRJNA219533,SAMN02047129,None,juvenil,None
GAZQ00000000.2,GAZQ,PRJNA219526,SAMN02047197,None,adult,None
GATH00000000.2,GATH,PRJNA219530,SAMN03344737,None,None,antenna
GATH00000000.2,GATH,PRJNA219530,SAMN03344737,None,adult,None
GATH00000000.2,GATH,PRJNA219530,SAMN03344737,pooled male and female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256981,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256981,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256981,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256982,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256982,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256982,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256983,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256983,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256983,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256984,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256984,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256984,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256985,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256985,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256985,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256986,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256986,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256986,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256987,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256987,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256987,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256988,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256988,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256988,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256989,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256989,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256989,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256990,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256990,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256990,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256991,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256991,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256991,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256992,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256992,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256992,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256993,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256993,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256993,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256994,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256994,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256994,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256995,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256995,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256995,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256996,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256996,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256996,female,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256997,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256997,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256997,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256998,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256998,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256998,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256999,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256999,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03256999,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257000,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257000,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257000,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257001,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257001,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257001,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257002,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257002,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257002,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257003,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257003,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257003,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257004,None,None,fat body
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257004,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257004,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257005,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257005,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257005,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257006,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257006,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257006,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257007,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257007,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257007,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257008,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257008,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257008,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257009,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257009,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257009,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257010,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257010,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257010,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257011,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257011,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257011,male,None,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257012,None,None,anterior midgut
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257012,None,adult,None
GDKA00000000.1,GDKA,PRJNA275430,SAMN03257012,male,None,None
GDAR00000000.1,GDAR,PRJNA269763,SAMN03382593,None,None,"whole female adults, venom glands and female body carcasses"
GECT00000000.1,GECT,PRJNA276955,SAMN02047161,None,larva,None
GAXX00000000.2,GAXX,PRJNA219600,SAMN02047190,None,None,None
GAVM00000000.2,GAVM,PRJNA219566,SAMN03656147,None,None,whole adult insect
GAVM00000000.2,GAVM,PRJNA219566,SAMN03656147,None,adult,None
GAVM00000000.2,GAVM,PRJNA219566,SAMN03656147,female,None,None
GAVM00000000.2,GAVM,PRJNA219566,SAMN03656148,None,None,whole adult insect
GAVM00000000.2,GAVM,PRJNA219566,SAMN03656148,None,adult,None
GAVM00000000.2,GAVM,PRJNA219566,SAMN03656148,male,None,None
GECN00000000.1,GECN,PRJNA283787,SAMN04302192,None,None,head
GECN00000000.1,GECN,PRJNA283787,SAMN04302192,None,adult,None
GECN00000000.1,GECN,PRJNA283787,SAMN04302192,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940809,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940809,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940809,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940810,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940810,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940810,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940811,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940811,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940811,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940812,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940812,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940812,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940813,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940813,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940813,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940814,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940814,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940814,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940815,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940815,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940815,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940816,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940816,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940816,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940817,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940817,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940817,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940818,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940818,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940818,female,None,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940819,None,None,head
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940819,None,adult,None
GEDK00000000.1,GEDK,PRJNA280451,SAMN03940819,female,None,None
GEDB00000000.1,GEDB,PRJNA291219,SAMN02934455,female,None,None
GEDB00000000.1,GEDB,PRJNA291219,SAMN02934455,None,None,whole body
GBIJ00000000.1,GBIJ,PRJNA255986,SAMN02934457,female,None,None
GBIJ00000000.1,GBIJ,PRJNA255986,SAMN02934457,None,None,bacteriocyte
GBII00000000.1,GBII,PRJNA255988,SAMN02898087,None,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN02898088,None,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN02898089,None,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN02898091,None,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN02898092,None,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN02898096,None,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231168,None,None,whole fly
GBII00000000.1,GBII,PRJNA255988,SAMN04231168,None,adult,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231168,female,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231169,None,None,whole fly
GBII00000000.1,GBII,PRJNA255988,SAMN04231169,None,adult,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231169,female,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231170,None,None,whole fly
GBII00000000.1,GBII,PRJNA255988,SAMN04231170,None,adult,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231170,female,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231171,None,None,whole fly
GBII00000000.1,GBII,PRJNA255988,SAMN04231171,None,adult,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231171,female,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231172,None,None,whole fly
GBII00000000.1,GBII,PRJNA255988,SAMN04231172,None,adult,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231172,female,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231173,None,None,whole fly
GBII00000000.1,GBII,PRJNA255988,SAMN04231173,None,adult,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231173,female,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231174,None,None,whole fly
GBII00000000.1,GBII,PRJNA255988,SAMN04231174,None,adult,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231174,female,None,None
GBII00000000.1,GBII,PRJNA255988,SAMN04231175,None,None,whole fly
